movie_id,genres,runtime,adult
1321,"Comedy, Horror, Thriller",97,False
1328,Horror,91,False
1331,Horror,113,False
1339,"Fantasy, Horror, Romance, Thriller",127,False
1342,"Horror, Thriller",100,False
1349,Horror,97,False
1352,"Crime, Thriller",97,False
1355,"Horror, Thriller",102,False
1365,Drama,102,False
4954,"Comedy, Crime",127,False
100306,"Drama, Horror",75,False
1253,"Drama, Sci-Fi, Thriller",92,False
1256,"Comedy, Musical, War",69,False
1272,"Drama, War",172,False
1407,"Comedy, Horror, Mystery, Thriller",112,False
1414,Comedy,104,False
1423,Drama,113,False
1428,Drama,105,False
1432,"Action, Comedy, Crime, Drama, Thriller",117,False
1441,"Comedy, Romance",98,False
1459,"Mystery, Thriller",121,False
1465,"Action, Drama",140,False
1476,"Comedy, Drama",109,False
1483,"Drama, Thriller",100,False
1489,"Animation, Children, Musical",74,False
1499,"Action, Adventure, Thriller",89,False
1507,"Drama, War",122,False
1526,Comedy,99,False
1527,"Action, Adventure, Comedy, Sci-Fi",126,False
1546,Comedy,99,False
1549,"Drama, Romance",100,False
1551,"Adventure, Children, Drama",84,False
8773,"Crime, Mystery, Thriller",68,False
1388,"Horror, Thriller",117,False
1394,Comedy,94,False
1399,Drama,98,False
1604,"Action, Comedy",97,False
1613,Drama,86,False
1614,Comedy,90,False
1623,Horror,90,False
1635,Drama,112,False
8778,"Crime, Mystery",72,False
1646,"Children, Comedy, Romance, Sci-Fi",95,False
1653,"Drama, Sci-Fi, Thriller",106,False
1660,Drama,109,False
1663,"Comedy, War",106,False
1675,"Crime, Thriller",108,False
1689,"Comedy, Crime, Thriller",97,False
1701,"Comedy, Drama",96,False
1704,"Drama, Romance",127,False
1722,"Action, Adventure, Thriller",119,False
1641,"Comedy, Drama",91,False
1590,"Horror, Sci-Fi, Thriller",95,False
1593,"Comedy, Romance",105,False
1600,"Drama, Romance",100,False
1791,"Crime, Drama, Thriller",94,False
1799,"Comedy, Crime, Drama, Mystery, Thriller",106,False
1806,"Adventure, Children, Comedy",91,False
1816,"Comedy, Drama",84,False
1831,"Action, Adventure, Sci-Fi",130,False
1836,"Comedy, Drama",113,False
1856,Documentary,95,False
1867,"Action, Adventure",83,False
1873,"Crime, Drama, Romance, War",134,False
1883,"Comedy, Drama, Romance",108,False
1891,"Horror, Thriller",93,False
1897,"Drama, Romance",101,False
1904,"Comedy, Drama",137,False
1921,"Drama, Sci-Fi, Thriller",84,False
1927,"Action, Drama, War",133,False
1932,"Drama, Musical",185,False
1731,Comedy,84,False
1746,Comedy,93,False
1760,Comedy,93,False
1777,"Comedy, Romance",97,False
1964,"Drama, Mystery",114,False
1972,Horror,89,False
1974,"Horror, Mystery, Thriller",94,False
1979,Horror,86,False
1981,Horror,100,False
1987,Horror,93,False
1991,"Horror, Thriller",87,False
1998,Horror,117,False
1999,Horror,110,False
2008,"Crime, Drama, Film-Noir",100,False
2010,"Drama, Sci-Fi",149,False
2018,"Animation, Children, Drama",70,False
2020,"Drama, Romance",119,False
2027,"Comedy, Crime",84,False
2046,"Adventure, Children, Sci-Fi",90,False
2054,"Adventure, Children, Comedy, Fantasy, Sci-Fi",93,False
3799,"Animation, Children",84,False
1951,"Drama, Musical",153,False
1958,"Comedy, Drama",132,False
1963,"Comedy, Crime",85,False
2093,"Adventure, Children, Fantasy",109,False
2097,"Children, Drama, Fantasy, Mystery, Thriller",95,False
2102,"Animation, Children, Comedy, Musical",8,False
2111,Comedy,93,False
2116,"Adventure, Animation, Children, Fantasy",132,False
2120,"Drama, Horror",120,False
2121,"Horror, Thriller",93,False
2130,"Crime, Drama, Romance",104,False
2135,"Adventure, Children, Musical",152,False
2138,"Adventure, Animation, Children, Drama, Fantasy",88,False
2152,"Children, Comedy",90,False
2155,"Comedy, Drama",91,False
2160,"Drama, Horror, Thriller",138,False
2167,"Action, Horror, Thriller",121,False
2171,"Comedy, Drama, Romance",96,False
2177,"Comedy, Thriller",120,False
2182,"Drama, Film-Noir, Thriller",105,False
3679,"Documentary, Musical",100,False
2071,Drama,140,False
2080,"Animation, Children, Comedy, Romance",76,False
2087,"Animation, Children, Fantasy, Musical",77,False
2260,"Crime, Drama",109,False
2268,"Crime, Drama, Thriller",138,False
2272,Drama,127,False
2279,"Horror, Thriller",100,False
2288,"Action, Horror, Sci-Fi, Thriller",109,False
2295,Comedy,101,False
2301,"Comedy, Musical",92,False
2307,"Action, Crime",90,False
2314,Drama,172,False
2323,Documentary,76,False
2325,Comedy,94,False
2332,"Crime, Drama",96,False
2355,"Adventure, Animation, Children, Comedy",95,False
3797,Thriller,105,False
2226,Drama,116,False
2244,"Comedy, Romance",108,False
8713,"Adventure, Children, Fantasy, Musical",100,False
2392,"Children, Comedy, Drama",101,False
2401,Western,115,False
2407,"Comedy, Sci-Fi",117,False
2408,"Comedy, Sci-Fi",116,False
2416,Comedy,96,False
2421,"Action, Adventure, Drama",113,False
2428,"Horror, Sci-Fi",104,False
2435,Drama,122,False
2442,Drama,121,False
2448,"Horror, Sci-Fi",99,False
2456,"Horror, Sci-Fi",105,False
2463,Comedy,93,False
2469,"Comedy, Drama",103,False
2471,"Action, Adventure, Comedy",110,False
2477,Adventure,104,False
2496,"Comedy, Romance",112,False
2367,"Adventure, Fantasy, Romance, Sci-Fi, Thriller",134,False
2377,"Horror, Sci-Fi",102,False
2383,"Comedy, Crime",84,False
2389,"Crime, Horror, Thriller",103,False
2534,Action,94,False
2542,"Comedy, Crime, Thriller",105,False
2550,"Horror, Thriller",112,False
2554,"Horror, Sci-Fi, Thriller",90,False
2561,"Crime, Thriller",127,False
2567,Comedy,122,False
2573,"Drama, Musical",115,False
2582,"Action, Comedy",104,False
2586,"Comedy, Crime, Thriller",102,False
2594,"Drama, Romance, Sci-Fi, Thriller",117,False
2598,Comedy,124,False
2612,"Drama, Film-Noir",111,False
2616,"Action, Crime",105,False
2629,"Comedy, Romance",88,False
2640,"Action, Adventure, Sci-Fi",143,False
2652,Horror,83,False
3071,"Comedy, Drama",103,False
2513,Horror,102,False
2520,Drama,137,False
2524,"Action, Adventure, Drama, Thriller",165,False
2702,Drama,142,False
2708,Romance,112,False
2723,"Action, Comedy, Fantasy",121,False
2730,"Drama, Romance, War",185,False
2737,"Action, Drama, Thriller",105,False
2741,"Action, Crime, Thriller",106,False
2747,"Comedy, Horror",72,False
2754,Horror,93,False
2757,Drama,140,False
2769,"Crime, Drama",115,False
2782,Horror,81,False
2788,Comedy,88,False
2793,"Comedy, Horror, Romance, Thriller",98,False
2798,"Children, Comedy",81,False
2803,"Crime, Drama, Mystery, Romance, Thriller",141,False
3098,Drama,137,False
2693,Documentary,86,False
2847,"Adventure, Drama, Romance",121,False
2858,"Drama, Romance",122,False
2867,"Comedy, Horror, Thriller",107,False
2871,"Adventure, Drama, Thriller",109,False
2877,Musical,111,False
2884,"Comedy, Romance",91,False
2887,"Action, Comedy",85,False
2891,Comedy,98,False
2900,"Horror, Sci-Fi",113,False
2906,"Drama, Romance",133,False
2916,"Action, Adventure, Sci-Fi, Thriller",113,False
2924,"Action, Comedy",111,False
2930,Documentary,101,False
2937,Comedy,88,False
2952,"Crime, Drama, Thriller",102,False
2961,"Comedy, Drama",96,False
3310,"Comedy, Drama",68,False
2824,"Documentary, Drama",94,False
2829,Comedy,97,False
2841,"Horror, Mystery, Thriller",99,False
3006,"Drama, Thriller",158,False
3014,Comedy,94,False
3020,"Action, Drama",113,False
3024,"Horror, Sci-Fi",94,False
3034,"Adventure, Animation, Children, Comedy, Musical",83,False
3039,Comedy,116,False
3042,Comedy,96,False
3052,"Adventure, Comedy, Fantasy",130,False
3063,"Drama, Thriller",92,False
3073,"Drama, Romance",117,False
3076,Comedy,147,False
3081,"Fantasy, Horror, Mystery, Romance",105,False
3097,"Comedy, Drama, Romance",99,False
3103,"Drama, Romance",104,False
2977,"Comedy, Drama",111,False
2988,Drama,95,False
2984,Documentary,96,False
2995,"Horror, Thriller",93,False
3160,Drama,189,False
3168,"Adventure, Drama",95,False
3174,"Comedy, Drama",118,False
3178,Drama,146,False
3198,"Crime, Drama",151,False
3208,"Action, Comedy",84,False
3219,"Mystery, Thriller",102,False
3223,Drama,115,False
3235,Comedy,99,False
3248,Comedy,107,False
3256,"Action, Crime, Drama, Thriller",117,False
3260,Drama,142,False
3268,"Action, Comedy",87,False
3271,Drama,110,False
3169,"Crime, Drama, Thriller",132,False
3111,Drama,111,False
3141,Drama,137,False
3150,"Drama, Thriller",98,False
3157,"Children, Comedy, Fantasy",84,False
3329,"Drama, Romance",105,False
3338,Documentary,80,False
3350,Drama,128,False
3361,"Comedy, Drama, Romance",108,False
3365,"Drama, Western",119,False
3374,Drama,112,False
3386,"Drama, Mystery, Thriller",189,False
3392,Comedy,99,False
3401,"Adventure, Sci-Fi",95,False
3402,"Comedy, Drama, Romance",97,False
3409,"Drama, Thriller",98,False
3415,Drama,107,False
3423,Drama,121,False
3430,"Action, Crime, Drama",93,False
3433,"Action, Drama",99,False
3440,"Action, Adventure, Children, Comedy, Fantasy",96,False
3445,"Mystery, Thriller",104,False
3451,Drama,108,False
3307,"Comedy, Drama, Romance",87,False
3316,"Action, Thriller",124,False
3497,Comedy,98,False
3501,"Comedy, Romance",107,False
3506,"Comedy, Drama",119,False
3511,Comedy,107,False
3516,"Comedy, Fantasy, Romance",106,False
3525,Comedy,105,False
3535,"Crime, Horror, Mystery, Thriller",102,False
3550,Horror,96,False
3556,"Drama, Romance",97,False
3566,"Comedy, Drama",90,False
3573,"Horror, Sci-Fi",83,False
3580,Drama,115,False
3587,Horror,107,False
3596,Comedy,81,False
3606,"Comedy, Musical, Romance",98,False
3615,"Adventure, Animation, Children",82,False
3618,"Comedy, Crime",94,False
26078,Drama,139,False
3474,"Sci-Fi, Thriller",91,False
3475,"Drama, Romance",122,False
3480,"Drama, Romance",108,False
3662,"Horror, Sci-Fi, Thriller",82,False
3673,"Adventure, Children",88,False
3677,Documentary,97,False
3681,"Action, Drama, Thriller, Western",132,False
3684,"Drama, Romance",114,False
3690,Comedy,92,False
3697,"Action, Sci-Fi, Thriller",108,False
3701,"Crime, Drama, Sci-Fi, Thriller",91,False
3705,"Action, Comedy, Romance",110,False
3710,"Action, Comedy, Crime, Thriller",96,False
3726,"Action, Thriller",91,False
3731,"Drama, Thriller",105,False
3736,Drama,111,False
3741,"Crime, Drama, Thriller",94,False
3747,Drama,107,False
3755,"Drama, Thriller",130,False
3758,"Drama, Sci-Fi, Thriller",103,False
3765,"Crime, Drama, Romance",130,False
3640,"Comedy, Drama",104,False
3652,Horror,93,False
3655,Drama,130,False
3810,"Drama, Thriller",101,False
3814,Comedy,85,False
3834,"Adventure, Drama, Romance",116,False
3835,Thriller,89,False
3840,Horror,86,False
3846,Comedy,95,False
3852,Comedy,87,False
3859,Documentary,79,False
3863,"Drama, Horror, Thriller",107,False
3870,Drama,90,False
3877,"Action, Adventure, Fantasy",124,False
3884,Comedy,88,False
3897,Drama,124,False
3911,Comedy,90,False
3917,Horror,94,False
3925,"Comedy, Drama",86,False
3928,"Comedy, Horror",83,False
3937,"Sci-Fi, Thriller",100,False
3788,"Drama, Mystery",111,False
3793,"Action, Adventure, Sci-Fi",104,False
3802,"Action, Sci-Fi",110,False
3973,"Crime, Horror, Mystery, Thriller",90,False
3981,"Action, Sci-Fi, Thriller",106,False
3983,"Drama, Romance",111,False
3990,"Animation, Children, Comedy",78,False
3992,"Drama, Romance, War",109,False
4002,Comedy,93,False
4007,Drama,126,False
4015,"Comedy, Sci-Fi",83,False
4029,"Comedy, Drama",106,False
4033,"Drama, Thriller, War",145,False
4042,"Action, Drama, War, Western",202,False
4052,"Crime, Drama, Thriller",108,False
4062,"Comedy, Drama, Romance",104,False
4065,"Action, Crime, Drama",94,False
4086,"Action, Crime, Mystery, Romance, Thriller",102,False
3953,"Comedy, Romance",121,False
3959,"Action, Adventure, Sci-Fi",103,False
2058,"Action, Crime, Drama, Mystery, Thriller",140,False
3966,"Crime, Film-Noir",68,False
4138,"Comedy, Horror",90,False
4146,"Drama, Mystery, Romance",122,False
4155,"Drama, Romance",119,False
4166,"Action, Drama",86,False
4187,Drama,94,False
4113,Drama,134,False
4195,"Horror, Mystery",94,False
4202,Drama,93,False
4211,Drama,111,False
4220,Comedy,121,False
4225,Comedy,101,False
4233,Comedy,95,False
4241,"Animation, Children",74,False
4251,"Drama, Thriller",94,False
4259,"Drama, Romance",109,False
4263,Drama,117,False
4126,Drama,98,False
4128,"Comedy, Horror, Thriller",97,False
4325,Drama,122,False
4327,"Adventure, Western",127,False
4339,"Action, Adventure, Drama, War",117,False
4349,"Comedy, War",121,False
4353,"Action, War",105,False
4361,"Comedy, Romance",116,False
4372,"Drama, Romance",99,False
4374,"Comedy, Romance",90,False
4381,Comedy,84,False
4387,Action,98,False
4404,"Drama, Fantasy, Horror",116,False
4409,"Comedy, Drama, Mystery, Thriller",85,False
4420,Drama,128,False
4427,Drama,134,False
4436,"Mystery, Thriller",99,False
4437,Horror,99,False
4441,Action,101,False
32029,"Action, Crime, Drama, Thriller",113,False
4305,"Romance, Thriller",102,False
4313,Drama,96,False
4321,"Comedy, Western",114,False
4488,"Action, Crime, Drama",120,False
4490,Comedy,97,False
4499,Comedy,110,False
4511,Comedy,99,False
4522,"Mystery, Romance, Thriller",91,False
4535,"Drama, Romance, Western",104,False
4553,"Action, Sci-Fi, Thriller",93,False
4572,"Action, Crime, Drama",125,False
4574,"Action, Thriller",86,False
4585,Comedy,113,False
4597,"Action, Drama, Mystery",101,False
4605,"Comedy, Fantasy",95,False
4615,Drama,103,False
4624,"Animation, Comedy, Musical",93,False
106542,"Action, Comedy, Romance",108,False
4452,Comedy,94,False
4465,Drama,111,False
4474,"Comedy, Drama, Musical",123,False
4676,Comedy,105,False
4683,"Adventure, Children, Comedy, Drama",100,False
4690,"Crime, Musical",127,False
4703,Drama,101,False
4717,"Action, Comedy",95,False
4722,Comedy,95,False
4734,"Adventure, Comedy",104,False
4743,"Comedy, Romance",103,False
4754,"Drama, Horror, Mystery, Thriller",88,False
4769,Documentary,122,False
4775,"Drama, Musical, Romance",104,False
4776,"Crime, Drama, Thriller",122,False
4785,"Drama, Western",106,False
4788,"Drama, Romance",142,False
4794,"Crime, Horror, Mystery",107,False
4800,"Action, Adventure, Drama, Romance, Thriller",80,False
4808,"Mystery, Thriller",109,False
32031,"Adventure, Animation, Children, Comedy, Fantasy, Sci-Fi, IMAX",91,False
4658,"Drama, Horror, Mystery, Thriller",122,False
4663,Comedy,97,False
4672,"Comedy, Romance",92,False
4862,Drama,116,False
4866,Action,131,False
4874,"Drama, Fantasy, Mystery, Sci-Fi",120,False
4886,"Adventure, Animation, Children, Comedy, Fantasy",92,False
4893,"Horror, Thriller",97,False
4916,"Drama, War",132,False
4925,Comedy,92,False
4936,"Drama, Musical",134,False
4942,Sci-Fi,83,False
4951,"Adventure, Drama, Thriller",91,False
4957,"Crime, Thriller",117,False
4964,"Adventure, Drama, Romance",90,False
4973,"Comedy, Romance",122,False
4976,Drama,91,False
4981,Comedy,96,False
8908,"Action, Drama, Thriller",115,False
4830,"Crime, Drama",125,False
4835,Drama,125,False
4852,Horror,96,False
5051,"Comedy, Drama, Romance",112,False
5060,"Comedy, Drama, War",116,False
5068,Drama,113,False
5074,"Comedy, Drama",87,False
5077,"Comedy, Romance",109,False
5083,"Comedy, Drama",99,False
5103,"Children, Comedy, Drama",101,False
5105,"Drama, Horror, Thriller",110,False
5111,"Drama, Thriller",87,False
5116,Comedy,118,False
5136,"Drama, Horror",91,False
5152,"Action, Drama, War",138,False
5155,Action,96,False
5171,"Action, Adventure, Sci-Fi",96,False
5189,"Horror, Sci-Fi",80,False
5214,"Comedy, Fantasy",98,False
5220,"Action, Comedy",95,False
5231,Comedy,82,False
8912,"Action, Comedy",97,False
5013,"Comedy, Drama, Mystery",137,False
5015,"Drama, Romance",113,False
5046,"Action, Drama, Sci-Fi, Thriller",102,False
5288,"Documentary, War",86,False
5294,"Crime, Drama, Thriller",100,False
5300,"Action, Adventure, Drama, Thriller, Western",92,False
5312,"Crime, Thriller",120,False
5321,Comedy,112,False
5334,"Comedy, Crime",97,False
5341,Drama,111,False
5349,"Action, Adventure, Sci-Fi, Thriller",121,False
5363,Comedy,88,False
5375,"Comedy, Musical, Western",104,False
5385,Documentary,117,False
5414,"Action, Comedy, Crime",116,False
5421,Drama,104,False
5428,Comedy,82,False
5435,Western,111,False
5443,Comedy,91,False
5268,"Drama, Fantasy, Romance",102,False
5269,Drama,131,False
5416,"Comedy, Drama, Thriller",99,False
5279,"Comedy, Romance",107,False
5483,Documentary,93,False
5497,"Adventure, Comedy, Sci-Fi",108,False
5499,"Adventure, Drama, Romance",106,False
5505,"Comedy, Drama",93,False
5515,Drama,99,False
5522,"Action, Drama, Sci-Fi",125,False
5530,"Comedy, Drama, Fantasy, Sci-Fi",117,False
5538,"Animation, Children, Fantasy",76,False
5544,"Sci-Fi, Thriller",112,False
5563,"Crime, Drama",108,False
5570,"Drama, Horror, Thriller",125,False
5584,Comedy,81,False
5590,Crime,110,False
5601,"Children, Drama",128,False
5612,"Action, Thriller",106,False
9005,"Drama, Mystery, Sci-Fi",109,False
5465,"Crime, Drama, Thriller",146,False
5471,"Drama, Romance",115,False
5477,"Drama, Romance",128,False
5665,"Action, Comedy, Crime",92,False
5670,"Comedy, Documentary",82,False
5684,Documentary,89,False
5689,"Crime, Drama",106,False
5694,"Comedy, Drama, Musical",93,False
5706,"Comedy, Drama",113,False
5721,Drama,105,False
5735,"Documentary, Horror",105,False
5742,"Comedy, Drama",98,False
5752,"Comedy, Romance",91,False
5785,"Action, Comedy, Documentary",88,False
5791,"Drama, Romance",123,False
5802,Comedy,106,False
5812,"Drama, Romance",107,False
5826,"Romance, Western",105,False
5836,"Comedy, Romance",110,False
5843,"Action, Drama",112,False
5863,Comedy,100,False
5875,Drama,86,False
5651,"Animation, Comedy, War",99,False
5636,"Comedy, Crime",86,False
5954,"Crime, Drama",135,False
5959,"Crime, Drama, Thriller",105,False
5974,"Adventure, Fantasy",106,False
5980,"Horror, Mystery, Thriller",98,False
5990,"Children, Comedy, Fantasy",108,False
6001,"Comedy, Drama",109,False
6013,"Action, Comedy",89,False
6016,"Action, Adventure, Crime, Drama, Thriller",130,False
6027,"Drama, Romance",94,False
6036,"Comedy, Romance",98,False
6055,Drama,123,False
6059,"Action, Thriller",115,False
6063,"Drama, Horror",93,False
6100,"Comedy, Romance",88,False
6104,Comedy,77,False
5891,"Horror, Thriller",101,False
5927,"Comedy, Drama, Musical, Romance",115,False
5945,"Comedy, Drama",125,False
5938,"Comedy, Crime, Mystery, Thriller",116,False
6181,"Drama, War",69,False
6185,"Action, Crime, Drama, Thriller",118,False
6193,"Comedy, Drama, Thriller",99,False
6203,Comedy,92,False
6215,Drama,103,False
6223,"Comedy, Crime, Drama",101,False
6237,Drama,116,False
6239,"Adventure, Children, Sci-Fi",132,False
6246,Drama,91,False
6254,"Comedy, Romance",91,False
6265,Comedy,95,False
6271,"Comedy, Drama, Romance",116,False
6294,"Action, Adventure, Sci-Fi",104,False
6302,Sci-Fi,73,False
6313,Comedy,87,False
6320,Comedy,89,False
6330,"Crime, Drama",100,False
6148,"Drama, Horror, Thriller",90,False
6157,"Action, Crime",103,False
6178,"Drama, Romance",105,False
6374,Comedy,98,False
6387,"Action, Comedy, Crime, Thriller",103,False
6402,Comedy,91,False
6412,"Comedy, Western",94,False
6417,Action,85,False
6433,Documentary,68,False
6440,"Drama, Thriller",117,False
6452,Drama,115,False
6464,"Children, Comedy",95,False
6483,"Musical, Romance",90,False
6503,"Action, Adventure, Comedy, Crime, Thriller",106,False
6514,Horror,71,False
6527,"Adventure, Romance",115,False
6533,Comedy,94,False
6539,"Action, Adventure, Comedy, Fantasy",143,False
6549,"Comedy, Drama, Romance",99,False
6559,"Children, Comedy",107,False
6563,"Comedy, Drama",112,False
6342,"Comedy, Drama, Romance",95,False
6349,"Drama, Musical",90,False
6367,"Comedy, Romance",101,False
6596,"Comedy, Drama, Romance",117,False
6603,"Crime, Drama, Film-Noir",104,False
6615,"Action, Horror, Thriller",97,False
6620,"Comedy, Drama",101,False
6644,"Drama, Romance",98,False
6656,"Horror, Sci-Fi",79,False
6658,"Comedy, Romance",122,False
6665,"Horror, Romance",109,False
6668,"Drama, Romance",89,False
6678,"Drama, Sci-Fi",108,False
6692,Documentary,82,False
6695,"Horror, Thriller",104,False
6707,"Horror, Thriller",98,False
6718,Comedy,101,False
6721,"Action, Adventure, Drama",134,False
6724,"Comedy, Crime, Drama",102,False
6763,"Comedy, Crime",89,False
6768,Drama,123,False
9008,"Horror, Sci-Fi",81,False
6582,"Action, Comedy, Crime, Thriller",121,False
6588,"Romance, Thriller",133,False
6592,Drama,104,False
6821,Comedy,110,False
6837,"Comedy, Drama, Romance",88,False
6856,"Drama, Musical",126,False
6860,"Crime, Drama",104,False
6870,"Crime, Drama, Mystery",138,False
6873,"Comedy, Romance",100,False
6883,"Drama, Romance",109,False
6888,"Comedy, Horror",84,False
6898,Drama,106,False
6912,"Comedy, Musical, Romance",88,False
6934,"Action, Adventure, Sci-Fi, Thriller, IMAX",129,False
6942,"Comedy, Drama, Romance",135,False
6948,Documentary,112,False
6953,"Crime, Drama, Mystery, Romance, Thriller",124,False
6961,Drama,111,False
6965,Documentary,79,False
6970,"Comedy, Romance",103,False
6800,"Action, Crime",87,False
6804,"Comedy, Crime",83,False
6820,"Drama, Horror, Thriller",108,False
6983,"Drama, Romance",97,False
7022,"Action, Drama, Horror, Thriller",113,False
7032,"Drama, Romance, Thriller",123,False
7040,"Action, Crime, Drama, Thriller",116,False
7046,"Comedy, Fantasy, Horror, Thriller",118,False
7049,"Comedy, Musical, Romance",89,False
7052,Drama,123,False
7058,Comedy,118,False
7072,"Action, Drama, Romance, Western",96,False
7075,"Adventure, Comedy, Musical",101,False
7080,"Drama, Musical, Romance",89,False
7090,"Action, Adventure, Drama",99,False
7092,"Drama, Romance",95,False
7103,Comedy,90,False
7115,"Horror, Mystery, Thriller",127,False
7117,"Comedy, Horror",91,False
7132,"Comedy, Musical, Romance",96,False
47518,Comedy,93,False
7005,Comedy,97,False
7013,"Drama, Film-Noir, Thriller",93,False
7017,"Action, Thriller",84,False
7184,"Drama, Romance",110,False
7205,Adventure,119,False
7212,"Comedy, Romance",105,False
7218,"Drama, Western",76,False
7235,"Action, Comedy, Crime, Drama, Horror, Thriller",129,False
7245,"Horror, Thriller",75,False
7254,"Drama, Sci-Fi, Thriller",120,False
7258,"Comedy, Crime",93,False
7264,"Comedy, Romance",97,False
