movie_id,runtime,adult,genres,directors,keywords
639,108,False,"Comedy, Drama",Spike Lee,neighbor phone sex aspiring actor sex worker
649,85,False,"Comedy, Drama",Fridrik Thor Fridriksson,road movie
661,79,False,"Adventure, Animation, Children, Fantasy, Musical",Henry Selick,"new york city based on novel or book insect england magic loss of loved one garden musical surrealism aunt anthropomorphism stop motion based on children's book hot dog manhattan, new york city empire state building live action and animation"
154975,84,False,"Comedy, Documentary",François Ruffin,
155288,102,False,"Drama, Thriller, War",Gavin Hood,drone terrorism duringcreditsstinger us military air force base combat drone
544,102,False,"Action, Crime",Rowdy Herrington,"philadelphia, pennsylvania boat observer serial killer homicide detective"
555,120,False,"Crime, Thriller",Tony Scott,"hotel parent child relationship movie business detective mexican standoff pimp cocaine ex-cop love murder on the run mafia comic book shop los angeles, california drugs detroit, michigan illegal prostitution sicilian gun violence aspiring actor neo-noir graphic violence"
832,121,False,"Crime, Thriller",Ron Howard,ransom loss of loved one hostage yellow press fbi baby-snatching police corruption terrorism millionaire child kidnapping negotiator
849,100,False,"Action, Adventure, Sci-Fi, Thriller",John Carpenter,"prison martial arts showdown usa president war veteran dystopia anti hero post-apocalyptic future earthquake attempt to escape sequel los angeles, california reluctant hero"
879,110,False,"Horror, Thriller",Peter Hyams,"chicago, illinois monster based on novel or book museum amazon rainforest pile of dead bodies god dead body creature anthropologist indian tribe"
885,110,False,"Children, Drama, Fantasy",Norman Jewison,magic circus aunt imaginary friend
892,134,False,"Comedy, Drama, Romance",Trevor Nunn,love triangle fool love disguise bachelorette william shakespeare
898,113,False,"Comedy, Drama, Romance",George Cukor,"journalist philadelphia, pennsylvania strong woman photographer journalism swimming pool remarriage hangover reporter black and white divorcee screwball comedy socialite ex-husband ex-wife relationship high society fiancé fiancée relationship divorced couple family estate inebriated imminent wedding kid sister love quadrangle mischievous tabloid journalism comedy of remarriage romantic"
906,114,False,"Drama, Thriller",George Cukor,scotland yard manipulation victorian england psychological abuse murder psychological thriller nervous breakdown older husband driven mad abusive husband gaslight domineering husband sadistic husband emotional abuse gaslighting male gold digger bluebeard
912,102,False,"Drama, Romance",Michael Curtiz,"corruption nazi escape love triangle resistance spy patriotism casablanca, morocco vichy regime visa nationalism world war ii morocco film noir war"
917,93,False,"Children, Drama",Walter Lang,servant orphanage child riches to rags
920,233,False,"Drama, Romance, War",Victor Fleming,civil war based on novel or book marriage crisis loss of loved one widow atlanta slavery plantation typhus romance casualty of war second marriage american civil war technicolor reconstruction era businesswoman 1860s 1870s antebellum south compassionate
3070,103,False,"Adventure, Comedy, Sci-Fi",W.D. Richter,menace talent genius intellectually gifted time travel space war alien invasion
839,94,False,"Action, Thriller",Tim Pope,martial arts tattoo loss of loved one superhero supernatural crow based on comic sequel revenge vigilante tragic hero back from the dead duel sadist gothic urban setting neo-noir urban gothic supernatural power vigilante justice good versus evil
773,91,False,Drama,Djibril Diop Mambéty,ship emigration senegal road trip motorcycle avant-garde cattle young lovers animal slaughter gay theme dakar
779,113,False,"Drama, Romance",Scott Winant,parent child relationship support group nostalgia addiction growing up loneliness neighbor best friend writer dating break-up childhood friends
800,135,False,"Drama, Mystery, Western",John Sayles,sheriff texas family secrets neo-western dark secret
818,90,False,Comedy,Arlene Sanford,hawaii wedding family vacation family woman director
803,86,False,"Comedy, Drama, Romance",Nicole Holofcener,woman director
903,129,False,"Drama, Mystery, Romance, Thriller",Alfred Hitchcock,"plan love of one's life sense of guilt san francisco, california suicide attempt obsession bachelor detective necklace vertigo museum painting grave insurance fraud film noir golden gate bridge psychological thriller rescue from drowning neo-noir fear of heights color film noir the perfect murder the perfect crime"
979,83,False,"Drama, War",Thaddeus O'Sullivan,
991,132,False,Drama,Neil Jordan,civil war fight presidential election freedom fighter biography ireland irish easter rebellion (1916) 1920s
998,123,False,"Action, Crime",F. Gary Gray,"single parent bank robber last chance heist los angeles, california"
1010,107,False,"Children, Comedy",Robert Stevenson,"car race sports san francisco, california suicide attempt golden gate bridge race car driver bug car trouble based on short story volkswagen beetle dual role ghost town animate car smart car entrepreneur toll booth the love bug grand prix"
1014,134,False,"Children, Comedy, Drama",David Swift,small town based on novel or book friends orphan vermont tween girl child protagonist 1900s pollyanna
1016,104,False,"Children, Comedy",Charles Barton,magic dog turns into animal sheep dog
1024,71,False,"Animation, Children, Musical",Norman Ferguson Jack Kinney Clyde Geronimi Bill Roberts Harold Young,duck parrot travel part live action rooster south america pinata live action and animation
1028,139,False,"Children, Comedy, Fantasy, Musical",Robert Stevenson,"london, england sibling relationship based on novel or book parent child relationship magic famous score nanny musical family kite flying live action and animation 1910s chimney sweep suffragettes adoring"
1035,174,False,"Musical, Romance",Robert Wise,resistance world war ii musical austria music competition based on play or musical alps mountains governess convent (nunnery) novice puppet show nun in love nazi occupation 1930s
1037,108,False,"Action, Horror, Sci-Fi, Thriller",Brett Leonard,dream virtual reality technology chimp manipulation botanist lemonade revenge cyberpunk scientist cyberspace surveillance based on short story intelligent world domination supernatural power
1046,92,False,"Drama, Romance",Hettie Macdonald,"coming out london, england sexuality based on play or musical male homosexuality summer single mother teenage love teenage sexuality lgbt dancing in the street lgbt teen woman director gay theme lgbt interest teenager"
1057,101,False,"Comedy, Musical, Romance",Woody Allen,adultery infidelity new york city marriage proposal new love robbery lover tourist restaurant redemption mistaken identity musical grandfather dysfunctional family family relationships senility unfaithfulness divorce christmas
1060,96,False,"Comedy, Drama",Doug Liman,stuffed animal hollywood drink swinger producer name calling aspiring actor
1068,86,False,"Crime, Film-Noir",Edward Dmytryk,army film noir anti-semitism soldier
1078,82,False,"Comedy, War",Woody Allen,revolution political activism loser banana republic anarchic comedy
1084,111,False,"Crime, Drama",Arthur Penn,sheriff waitress ambush prohibition era submachine gun texas bank robber oklahoma impotence missouri texas ranger crook couple heist fugitive on the run bank robbery grave digger nostalgic crime spree crime wave bank heist police shootout frantic public enemy gun crime runaway couple mischievous fugitive lovers defiant tragic
8755,246,False,Documentary,Martin Scorsese,italian italy sicilian neorealism
955,102,False,"Comedy, Romance",Howard Hawks,prison donation museum zoo paleontologist leopard bone cross dressing black and white screwball comedy
968,96,False,"Horror, Sci-Fi, Thriller",George A. Romero,"sibling relationship pennsylvania, usa loss of loved one gun gas station cemetery cellar house barricade zombie black and white trapped bitten farm house"
970,95,False,"Adventure, Comedy, Crime, Drama, Romance",John Huston,beach husband wife relationship italy narration lie dark comedy satire liar thief film noir exercise port uranium
1186,101,False,Drama,Steven Soderbergh,sexual obsession sexuality orgasm spanner longing interview videotape voyeurism
1189,103,False,Documentary,Errol Morris,death penalty texas investigation dallas texas trial murder police officer miscarriage of justice
1197,99,False,"Action, Adventure, Comedy, Fantasy, Romance",Rob Reiner,dream based on novel or book narration wrestling miracle sword fight revenge boat chase pirate wedding swashbuckler evil prince screwball impersonation giant man story within the story hidden identity fictitious country grandfather grandson relationship battle of wits hilarious romantic
1204,228,False,"Adventure, Drama, War",David Lean,"cairo world war i arabian horse jerusalem, israel british army british empire damascus camel based on true story gay interest historical fiction quicksand desert arab ottoman empire"
1210,132,False,"Action, Adventure, Sci-Fi",Richard Marquand,spacecraft sibling relationship rebel emperor space battle matter of life and death forest desert space opera
1215,81,False,"Action, Adventure, Comedy, Fantasy, Horror",Sam Raimi,witch skeleton swordplay supermarket prophecy castle time travel catapult chain saw incantation time frame pit windmill undead knight zombie middle ages (476-1453) necronomicon doppelgänger psychotronic 13th century hilarious enchant excited
1219,109,False,"Crime, Horror",Alfred Hitchcock,hotel clerk shower arizona motel stolen money taxidermy money secretary corpse murderer theft mental illness private detective missing person psycho voyeurism voyeur oedipus complex double identity proto-slasher mother son relationship birds whodunnit woman on the run corruptibility confused identities human vulnerabilities ed gein
1224,137,False,"Action, Drama, Romance, War",Kenneth Branagh,france kingdom theater play based on true story based on play or musical sword fight honor battlefield historical combat medieval king of england warrior 15th century
1228,129,False,Drama,Martin Scorsese,jealousy transporter sports brother paranoia violent husband boxer biography fistfight broken nose domestic violence over-the-hill fighter
1236,107,False,"Comedy, Drama, Romance",Hal Hartley,"dark comedy romantic comedy long island, new york repairman unwanted pregnancy high school drop out"
1116,90,False,Drama,Benoît Jacquot,
1130,91,False,"Horror, Mystery",Joe Dante,adultery based on novel or book shapeshifting secret society woods murder serial killer cabin werewolf psychiatrist hunting newswoman
1137,79,False,Romance,Bruce LaBruce Rick Castro,research fetish tourist hollywood prostitution porn industry softcore bdsm amputee gay pornography serendipity gay theme
1148,30,False,"Animation, Children, Comedy, Crime",Nick Park,robbery inventor penguin telecontrol surrealism betrayal stop motion criminal dog jewel heist claymation plasticine model train set short film
1163,128,False,Drama,Martine Dugowson,
1173,124,False,"Comedy, Drama",Peter Greenaway,sadism sexuality allegory cooking restaurant crime boss satire surrealism sociopath murder brutality avant-garde public humiliation stray dog abusive husband french cuisine adulterous wife cannibalism violence
1177,89,False,"Drama, Romance",Mike Newell,based on novel or book holiday italy female friendship vacation chance meeting 1920s italian riviera
1279,128,False,"Comedy, Drama",Jim Jarmusch,"helsinki, finland new york city taxi metropolis paris, france rome, italy heart attack megacity taxi driver german democratic republic pastor passenger night life casual meeting casting agent road trip conflict los angeles, california episodic finland understanding"
1281,125,False,"Comedy, Drama, War",Charlie Chaplin,amnesia nazi hairdresser propaganda world war i dictator jewish ghetto fascism world war ii national socialism national socialist party satire speech black and white barbershop anti war fictitious country
1287,212,False,"Action, Adventure, Drama",William Wyler,"epic governor middle east based on novel or book roman empire politics christianity jew persecution jewish life roman miracle jerusalem, israel prince chariot race leprosy redemption religious conversion ancient rome gay interest love friends remake revenge judaism religion historical fiction period drama dungeon galley hatred sheikh sea battle jewish family galley slave false inprisonment childhood sweetheart salvation 1st century jesus christ judea subjugated people awestruck"
1300,102,False,"Comedy, Drama",Lasse Hallström,underdog based on novel or book sweden uncle gay interest loneliness rural area dog transsexual tomboy 1950s boxing
1307,96,False,"Comedy, Romance",Rob Reiner,"new york city friendship husband wife relationship orgasm restaurant platonic love diner central park central park, new york city"
1321,97,False,"Comedy, Horror, Thriller",John Landis,"dying and death london, england intensive care nurse loss of loved one zoo transformation full moon black humor london underground yorkshire rural area werewolf creature moor (terrain) british pub dream sequence hikers london zoo practical special effects"
1328,91,False,Horror,Tom Berry,suicide haunted house sequel fireplace tarantula
1331,113,False,Horror,Robert Wise,based on novel or book nightmare stranger
1339,127,False,"Fantasy, Horror, Romance, Thriller",Francis Ford Coppola,"adultery london, england transylvania vampire bite camping maze remake rough sex wake religious conflict correspondence 19th century 15th century"
1342,100,False,"Horror, Thriller",Bernard Rose,based on novel or book investigation urban legend urban university evil candyman hook for a hand housing project urban decay
1349,97,False,Horror,Augusto Caminito,"venice, italy gypsy vampire carnival"
1352,97,False,"Crime, Thriller",Kevin Spacey,sibling relationship police gun hostage siege
1355,102,False,"Horror, Thriller",Ole Bornedal,expensive restaurant night watchman investigation remake best friend
1365,102,False,Drama,Patrice Leconte,court bedroom painter versailles duel rabbit drainage project powder 18th century sign languages aristocracy
4954,127,False,"Comedy, Crime",Lewis Milestone,new year's eve robbery casino italian american gambling perfect crime rat pack thief hoodlum duringcreditsstinger technicolor
100306,75,False,"Drama, Horror",Gerald Kargl,prison schizophrenia psychopath narration bodily disabled person german-german border mental breakdown knife stalker sociopath serial killer maniac home invasion mental illness character study madman emotionally disturbed
1253,92,False,"Drama, Sci-Fi, Thriller",Robert Wise,spacecraft flying saucer peace remote control ufo social commentary giant robot black and white military physics professor humanity alien technology
1256,69,False,"Comedy, Musical, War",Leo McCarey,ambassador dictator widow spy siege musical lemonade cigar smoking slapstick comedy black and white pre-code dowager fictitious country geofiction
1272,172,False,"Drama, War",Franklin J. Schaffner,"general steel helmet allies world war ii normandy, france dead soldier tank biography historical figure d-day destiny"
1407,112,False,"Comedy, Horror, Mystery, Thriller",Wes Craven,high school small town riddle killing halloween house party serial killer school slasher whodunit killing spree phone tabloid news reporter self-referential crime spree halloween costume young adult homosexual subtext teenager leopold and loeb
1414,104,False,Comedy,Albert Brooks,author sibling rivalry novelist neurotic aspiring writer divorced man return home starting over returning to roots jealous brother mother son relationship dominant mother brother brother relationship writers-block soul searching
1423,113,False,Drama,Ralph Ziman,cop
1428,105,False,Drama,Michael Rymer,baby schizophrenia therapist therapy desire to have children
1432,117,False,"Action, Comedy, Crime, Drama, Thriller",Thomas Carter,"sniper police san francisco, california liberation of hostage hostage-taking persuasion revenge gunfight urban setting racial slur jewel thief hostage negotiator negotiation"
1441,98,False,"Comedy, Romance",Jeremiah S. Chechik,sibling relationship autism car garage eccentric
1459,121,False,"Mystery, Thriller",Clint Eastwood,"daughter rape assassination usa president washington dc, usa government corruption the white house politics secret service u.s. secret service agent"
1465,140,False,"Action, Drama",John Singleton,small town sheriff racial segregation based on true story race riot racism massacre period drama historical racial slur 1920s rural setting
1476,109,False,"Comedy, Drama",Betty Thomas,erection becoming an adult sexuality eroticism radio woman director
1483,100,False,"Drama, Thriller",David Cronenberg,dying and death adultery husband wife relationship based on novel or book sexual obsession pain sadism sexuality obsession fetish eroticism car journey fetishism wound masochism deceived husband cult hospital car accident car wreck erotic anti-social behaviour provocative absurd depressing symphoriphilia
1489,74,False,"Animation, Children, Musical",Mark Dindal,dance musical anthropomorphism hollywood singing child star evil child acting interspecies romance 1930s golden age hulking brute interspecies friendship
1499,89,False,"Action, Adventure, Thriller",Luis Llosa,human vs nature snake predator movie business expedition amazon rainforest jungle creature hunting anaconda killer snake riverboat amazon river animal horror killer expedition rainforest river river ravine
1507,122,False,"Drama, War",Bruce Beresford,prison island singapore world war ii prisoner of war indonesia pacific war 1940s
1526,99,False,Comedy,Ivan Reitman,friendship run away paternity teen angst drug dealing parenthood
1527,126,False,"Action, Adventure, Comedy, Sci-Fi",Luc Besson,new york city flying car taxi egypt race against time saving the world cyborg dystopia anti hero stowaway space travel arms dealer alien life-form end of the world priest shootout police chase cab driver cyberpunk archaeologist space opera military opera singer futuristic city ancient evil cruise liner elemental hieroglyphics spaceship good versus evil alien robot
1546,99,False,Comedy,Steven Soderbergh,assassination dentist exterminator
1549,100,False,"Drama, Romance",Clare Peploe,mexico shaman woman director
1551,84,False,"Adventure, Children, Drama",Caroline Thompson,gorilla zoo eccentric socialite chimpanzee woman director
8773,68,False,"Crime, Mystery, Thriller",Roy William Neill,"london, england kidnapping switzerland world war ii invention black and white gestapo secret code bomb -sight dancing men false bottomed trunk one-legged actor moriarty holmes vs moriarty sherlock holmes"
1388,117,False,"Horror, Thriller",Jeannot Szwarc,dying and death rescue island panic mayor shark attack police chief current boat accident animal attack sailing sequel scuba diving creature shark great white shark killer whale high-tension current water skiing tourism
1394,94,False,Comedy,Joel Coen,baby robbery supermarket pregnancy arizona satire family relationships
1399,98,False,Drama,Jerry Zaks,florida sibling relationship based on play or musical sister leukemia reunion cancer bone marrow transplant estranged sister
1604,97,False,"Action, Comedy",Brett Ratner,prison diamond liberation of prisoners transport of prisoners interview arrest
1613,86,False,Drama,Miguel Arteta,"los angeles, california rent boy"
1614,90,False,Comedy,Frank Oz,coming out homophobia lgbt gay theme
1623,90,False,Horror,Robert Kurtzman,fire menace wish djinn absurd complicated disdainful frustrated harsh tragic
1635,112,False,Drama,Ang Lee,infidelity based on novel or book 1970s thanksgiving dysfunctional family connecticut family relationships neighbor swinger polyamory sexual awakening party
8778,72,False,"Crime, Mystery",Roy William Neill,auction black and white music box sherlock holmes
1646,95,False,"Children, Comedy, Romance, Sci-Fi",Stuart Gillard,astronaut chimpanzee
1653,106,False,"Drama, Sci-Fi, Thriller",Andrew Niccol,genetics cheating paraplegic suicide attempt hostility dystopia dna new identity investigation heart disease spaceman fake identity blood sample biotechnology space mission exercise eugenics
1660,109,False,Drama,Kasi Lemmons,sibling relationship parent child relationship superstition aunt niece relationship menstruation tavern curse all black cast woman director
1663,106,False,"Comedy, War",Ivan Reitman,date ex-girlfriend military spoof training camp private army life military training army cadet army training war games class clown
1675,108,False,"Crime, Thriller",John Badham,rembrandt art forger
1689,97,False,"Comedy, Crime, Thriller",Jon Amiel,"london, england helicopter sibling relationship based on novel or book escape bomb bank mistaken identity agent"
1701,96,False,"Comedy, Drama",Woody Allen,new york city insanity writer's block author
1704,127,False,"Drama, Romance",Gus Van Sant,"boston, massachusetts professor baseball mathematics genius harvard university male friendship ambition flashback love friends psychologist janitor university courtroom prodigy math genius"
1722,119,False,"Action, Adventure, Thriller",Roger Spottiswoode,"media tycoon navy london, england china england missile spy secret intelligence service intelligence manipulation of the media special car motorcycle secret service hamburg, germany"
1641,91,False,"Comedy, Drama",Peter Cattaneo,northern england police suicide attempt job interview son striptease father yorkshire obesity unemployment steel worker repossession male stripper gay theme
1590,95,False,"Horror, Sci-Fi, Thriller",Paul W. S. Anderson,space marine nightmare insanity delusion hallucination space travel cryogenics gore black hole crew flashback evil spirit alternate dimension hellgate religion explosion burning man rescue team super power trapped in space distress signal 2040s spaceship brutal violence
1593,105,False,"Comedy, Romance",Glenn Gordon Caron,hero fire photography lie career woman
1600,100,False,"Drama, Romance",Nick Cassavetes,
1791,94,False,"Crime, Drama, Thriller",Robert Benton,ex-cop retired
1799,106,False,"Comedy, Crime, Drama, Mystery, Thriller",Peter O'Fallon,ransom kidnapping hostage rain sister betrayal mobster hospital mansion poker game killer alcoholic group of friends hoodlum
